participant,block,wpm,error_rate,mean_hold_ms,std_hold_ms,mean_flight_ms,std_flight_ms,mean_speed_norm,jitter,calibration_wpm,kss_sleepiness,mental_demand,temporal_demand,performance,effort,frustration,attentiveness,nasa_tlx_composite,score_0_100,cognitive_level
30,24,42.30492349603141,0.0127240770851109,168.64518724016426,86.06522547063712,540.920588205816,346.928752479878,0.8280883155216011,0.0671420171628694,2.9829460792008438,1.0,2.0,1.0,6.0,2.0,1.0,7.0,2.4,23.3,LOW
8,12,22.896365522747136,0.0815819485174323,209.28952424080623,254.6817981066517,1143.6131052164317,844.156721262512,0.5297489522106275,0.1962882147621337,2.1519833970177884,7.0,4.0,5.0,3.0,4.0,5.0,3.0,4.2,53.3,MEDIUM
6,22,28.90341320758757,0.0364534270051867,290.40114139266694,332.0849313438548,1332.756132888917,821.5213933187626,0.7855394847776068,0.3530393930884182,3.326160230359481,5.0,4.0,4.0,6.0,1.0,1.0,6.0,3.2,36.7,LOW
37,20,40.664562980946044,0.0097334935597319,128.3281108849795,29.41535790462926,534.1501655447161,566.1840859393599,0.7626645396755264,0.0110918310322465,3.9958827628276494,3.0,1.0,3.0,6.0,2.0,2.0,6.0,2.5,25.0,LOW
36,3,39.05188653444362,0.0451438148113848,185.25116062235705,90.97731915725583,660.8509717787933,449.17110090941065,0.932610877635362,0.140461402992442,3.5085229961420445,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.5,25.0,LOW
41,12,25.0,0.0345442889790664,101.94623400944631,119.09642293744352,457.9067529698164,515.8511253780106,0.6591021850803276,0.0887043489287424,3.351429548922144,1.0,2.0,2.0,6.0,1.0,1.0,5.0,2.4,23.3,LOW
19,9,29.220709997732047,0.0019607843137254,110.02943111228468,81.44052680437197,349.242378091631,324.4475571456288,0.8918233026127992,0.2807956877898915,3.016501100438831,5.0,5.0,6.0,4.0,4.0,6.0,3.0,5.0,66.7,MEDIUM
52,0,17.841497443292162,0.1179417629844155,218.41733707252655,350.66658244627024,768.4706028675216,913.1357158610308,0.4349663135167543,0.271897799803589,2.382939831206565,9.0,5.0,5.0,2.0,6.0,6.0,3.0,5.5,75.0,HIGH
65,3,11.662717697539646,0.16,434.65498811759466,381.47012215598215,1228.3166182180264,936.8542584925176,0.4993021886650919,0.47,1.890300695143088,7.0,7.0,5.0,4.0,7.0,7.0,2.0,6.0,83.3,HIGH
19,19,28.031776748551348,0.020086117828718,137.4246933107414,163.33154869224242,378.5194674695557,366.2274634498033,0.7583983956558741,0.2664775090022392,3.016501100438831,1.0,6.0,7.0,1.0,7.0,7.0,1.0,5.6,76.7,HIGH
8,13,18.767208823999805,0.0180724179206566,300.4608083759324,324.1347893876083,1283.7443456173232,937.7702869483217,0.631499660509601,0.2283182162610236,2.1519833970177884,6.0,5.0,4.0,3.0,4.0,5.0,5.0,4.2,53.3,MEDIUM
2,7,24.83453750820044,0.0901774026774026,211.55711193871653,227.8656623874333,746.2156290765741,635.8442876860737,0.684775766448669,0.3076053716433924,2.979001299733391,7.0,5.0,4.0,5.0,3.0,5.0,5.0,4.4,56.7,MEDIUM
79,5,10.0,0.0579113295807841,184.7567043209218,254.98755508327105,624.4590027517171,563.0166942097028,0.6291873537645807,0.1138480479007711,2.613781418250302,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.2,53.3,MEDIUM
75,25,22.53330691415221,0.0746763258190282,173.82258887935131,67.74171984331693,960.6201098269304,691.6228050689126,0.5841659856986349,0.1437721858166192,3.167768001025006,7.0,4.0,5.0,2.0,4.0,3.0,4.0,3.6,43.3,MEDIUM
44,10,40.28660911682034,0.0016039966693784,86.0,97.48773107424178,665.399772414509,326.60595473537364,0.7714231064838211,0.0896652948912444,3.283938578371011,2.0,2.0,2.0,4.0,2.0,1.0,6.0,2.2,20.0,LOW
72,5,18.353993526900723,0.0304030643406671,139.7760536364492,127.39397499841006,466.46306407127406,579.3010045590192,0.6860554140098272,0.1265993342129139,3.7070346640375647,7.0,5.0,4.0,3.0,4.0,5.0,2.0,4.2,53.3,MEDIUM
63,0,13.7022934683489,0.16,346.7531736017358,167.3263719134325,1150.5168401445562,799.9959527443367,0.4680273348245706,0.2459505400106037,2.230275547317156,8.0,6.0,6.0,3.0,4.0,5.0,3.0,5.5,75.0,HIGH
70,5,23.586151270058803,0.0641293554115039,236.76745955031865,160.45243708252025,1146.5059282877576,611.2659707692706,0.4882102022999409,0.1600508116398913,2.7691797034730734,8.0,4.0,4.0,5.0,4.0,2.0,2.0,3.8,46.7,MEDIUM
49,10,36.35870648907164,0.0317773612870775,115.677493217153,168.91319533476235,380.09762790594056,376.29726923899983,0.8506719655145942,0.0774091220032803,3.342680821191142,2.0,1.0,2.0,4.0,3.0,1.0,5.0,2.2,20.0,LOW
76,19,17.83189725645807,0.026608055502851,269.8885511988832,212.5968529283892,1141.3542357477204,357.6973137578828,0.5892957002722933,0.2143277001133272,2.871762785859077,7.0,3.0,4.0,3.0,5.0,3.0,2.0,3.6,43.3,MEDIUM
46,8,34.850070622203425,0.0055763219716339,209.2904120058236,103.68708430107333,707.9287018963777,504.8866536035071,0.7334117120430742,0.1143472965165515,3.5508965795893,2.0,1.0,1.0,5.0,3.0,2.0,5.0,2.4,23.3,LOW
60,10,20.36410401864544,0.1158146740298293,390.712685467522,214.4099630285533,1288.0827136482142,803.5758532759996,0.3978498513611155,0.3997819373812417,2.4040120064059742,9.0,6.0,6.0,3.0,6.0,6.0,1.0,5.5,75.0,HIGH
66,22,9.225576943462563,0.16,224.2108867368992,235.62263855171267,863.6012946478183,788.6581725806773,0.4833206399886122,0.3666194124589658,2.0667083347717874,9.0,6.0,5.0,2.0,5.0,7.0,3.0,5.5,75.0,HIGH
35,1,43.52388283254214,0.0165093981650988,194.6392969664819,94.11706001965584,486.5175036527186,455.6908849215704,0.6567141602798885,0.0958348791313039,3.5737020889618214,3.0,2.0,2.0,6.0,1.0,1.0,7.0,2.4,23.3,LOW
22,12,28.91710491564136,0.0057115273739355,312.53064502597664,308.04652757903,1424.6657023170749,646.8134239874347,0.5424762178535024,0.0885282965388609,2.517939486693869,7.0,2.0,5.0,5.0,2.0,3.0,5.0,3.4,40.0,LOW
79,7,16.429598649404287,0.055980537430494,310.4386306547982,335.0766465040124,961.1758832673416,472.6148464347053,0.6890866097727435,0.1625104812293153,2.5477495045469047,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,50.0,MEDIUM
86,23,11.541726383140322,0.1,333.16001910314634,147.07029544553438,720.280124386625,800.5820172297746,0.8042647250890569,0.220830348515675,2.8687818401549428,6.0,4.0,3.0,5.0,4.0,3.0,6.0,3.8,46.7,MEDIUM
57,1,11.7389730347117,0.1287128301351907,318.73727817071807,377.7365813294799,1208.856897623587,647.1469964485411,0.4994926987725014,0.18,2.4737697185838265,9.0,7.0,7.0,1.0,7.0,6.0,3.0,5.6,76.7,HIGH
71,21,31.90687787179471,0.0360808877137441,216.8853223531792,216.5567548515179,620.0082495593726,739.4245307441154,0.4741307465120736,0.2603485614707115,2.6301459345976816,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.2,53.3,MEDIUM
5,7,14.973961160922622,0.0748842309400175,143.16758348149867,166.113127892483,680.6582307694614,699.2415540000857,0.5579950566124107,0.0812405848122413,2.167301312029277,7.0,2.0,4.0,4.0,4.0,3.0,3.0,3.4,40.0,LOW
18,3,17.64826559352548,0.0397251870936081,147.37501209334542,92.62260415208496,668.1119425680978,625.6355569811536,0.6209657367492741,0.1023822451643878,2.2214160399698883,4.0,4.0,4.0,6.0,2.0,2.0,6.0,3.6,43.3,MEDIUM
85,5,24.23220463047166,0.0658345893630227,92.92295854221317,241.1770680488752,947.841075280735,672.7229984407044,0.6274592530045748,0.3277548483123575,3.276405203421268,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.6,43.3,MEDIUM
48,10,36.87367290866892,0.06,157.6036566070158,172.99516071228462,588.3411220767003,276.12248727598006,0.7358378985472462,0.1303874295407528,3.353627309181141,4.0,2.0,2.0,5.0,4.0,1.0,4.0,2.5,25.0,LOW
16,20,10.70691194134646,0.0915859971678622,133.51314728709883,39.11377055081627,516.8643884452581,400.07373231622296,,,2.884624444839292,8.0,1.0,2.0,7.0,2.0,5.0,4.0,3.4,40.0,LOW
81,8,23.194881078118723,0.1,121.3372369683815,48.67471280868381,693.4830052095631,621.9965922705672,0.76767323454195,0.2445194052168763,3.7265189353378,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.8,46.7,MEDIUM
19,15,28.93852132290153,0.0663599741456162,123.24156301162378,78.88116589963907,420.146271698012,436.9191927867085,0.8233261341431789,0.2649771921192523,3.016501100438831,9.0,5.0,7.0,1.0,7.0,7.0,1.0,5.4,73.3,HIGH
36,18,33.27434388829211,0.0493035644740133,117.47830856295178,112.60172144464684,844.0001638097054,352.3009652387836,0.7282592866816343,0.0868318383604795,2.923013259661736,3.0,3.0,2.0,4.0,2.0,1.0,7.0,2.4,23.3,LOW
83,10,33.63283248887639,0.0755406218283662,234.4241400678771,151.7394162193492,746.7837628188871,538.5632214924633,0.6566637485767028,0.1363719006219138,3.2153455171731813,4.0,4.0,5.0,4.0,3.0,2.0,5.0,3.6,43.3,MEDIUM
39,15,43.43130850457516,0.046471889291941,159.57304102699612,110.71096789970044,733.8472734176719,385.1227318798698,0.8436697590417754,0.0350994313130241,2.81121949218136,3.0,1.0,3.0,6.0,1.0,2.0,5.0,2.5,25.0,LOW
75,9,19.61821167845281,0.0183829501644363,215.41612119209975,270.2953649701509,925.255216621589,671.1547288406998,0.7712074084692775,0.1571739179450881,2.4832242243986875,6.0,3.0,5.0,3.0,6.0,4.0,4.0,4.2,53.3,MEDIUM
41,15,28.433282835287685,0.0328132774083577,137.42053226338973,127.85647563291076,495.0214368690115,502.7938267447207,0.8312241894132589,0.1300683688005935,3.94876442762965,1.0,3.0,1.0,4.0,1.0,1.0,6.0,2.0,16.7,LOW
20,12,12.847047130875172,0.029126213592233,91.6888670535849,16.72618549035253,332.42218473278666,252.0964064293767,0.592889607238733,0.2167659382292592,3.0937390768190154,8.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,50.0,MEDIUM
52,6,14.710155145005697,0.16,389.9053675729696,329.87358530859166,1138.8110641130456,955.9022850685952,0.3674796748404693,0.47,2.20460670461008,7.0,5.0,7.0,2.0,5.0,6.0,3.0,5.5,75.0,HIGH
63,16,7.565782022763687,0.076342071768902,242.338736968795,291.0819350389105,710.0864633765589,840.4420311909657,0.5728758169376282,0.4154734175028639,1.6894434028980885,6.0,6.0,7.0,3.0,6.0,5.0,3.0,5.5,75.0,HIGH
7,14,41.1087298574735,0.0346610524919021,177.4180423541794,214.52200021254936,396.9398121457496,459.495518142873,0.7759514828834132,0.3298586230591608,3.893706726127027,3.0,6.0,7.0,5.0,5.0,5.0,6.0,5.6,76.7,HIGH
78,12,44.783430533993545,0.0503633261082336,153.59029793353417,231.95653776084757,944.844972772935,484.55870193188247,0.7663928177708054,0.2912691146628949,3.274351934697868,8.0,4.0,5.0,4.0,4.0,4.0,5.0,4.2,53.3,MEDIUM
61,10,18.506792913734465,0.1474677019072286,379.6099632939056,441.2352245040654,1534.2788605837177,980.7569176205049,0.3910681295768919,0.3363637474776886,2.363904272437075,7.0,7.0,7.0,3.0,7.0,6.0,3.0,6.0,83.3,HIGH
18,20,21.48710857505227,0.0210193533722945,207.00332649285224,238.8856443652925,824.7133592790954,687.5401528871621,0.7376123004023917,0.1706477266720986,2.2214160399698883,4.0,3.0,2.0,6.0,2.0,2.0,6.0,3.0,33.3,LOW
16,17,16.44053544641186,0.0127731410902388,112.4382273695093,46.98820476294899,556.9487494685854,447.8560949956764,0.5834067957407636,0.2328042620243247,2.884624444839292,8.0,1.0,3.0,7.0,1.0,5.0,5.0,3.4,40.0,LOW
45,5,47.64682896710587,0.06,173.25801878514127,100.70147606692234,524.6899765452622,372.18350754838457,0.7355819244663836,0.1049376141286227,3.4582355835457306,3.0,3.0,3.0,5.0,1.0,2.0,6.0,2.5,25.0,LOW
25,7,23.607559879715268,0.064136275603282,300.635263878854,387.4303889166604,1062.432480189385,818.9979270892054,0.591828623225306,0.2449985709480346,2.5194389034483256,7.0,3.0,4.0,5.0,4.0,3.0,4.0,3.8,46.7,MEDIUM
56,16,7.239179714744635,0.1216135518331749,330.90046598452705,428.2787941346932,1323.391935492557,982.0,0.3422870184805369,0.3377081033076723,1.6420700622698066,8.0,6.0,4.0,3.0,5.0,5.0,3.0,5.5,75.0,HIGH
68,2,9.384994797737882,0.0922531213271748,360.3548784275146,338.8001100113262,1265.0685822753474,764.2642269183406,0.3926783166803057,0.3345348612491928,2.418872452023072,6.0,6.0,5.0,2.0,7.0,5.0,3.0,5.5,75.0,HIGH
6,23,29.97819652241099,0.0240441711106394,341.5603897715056,369.8007045991534,975.0444388856322,621.6156048926208,0.9233793418257004,0.4735904858577195,3.326160230359481,5.0,4.0,4.0,6.0,1.0,1.0,6.0,3.2,36.7,LOW
37,5,40.10973763485216,0.06,161.15318868484127,126.63332391226864,491.23906178493394,411.7102976518447,0.94,0.0698798994912498,3.918332236704279,3.0,1.0,2.0,5.0,2.0,1.0,5.0,2.2,20.0,LOW
75,15,19.30722317269127,0.0349668899668146,165.01741695611472,107.9753051644645,840.9793938887456,655.4329875807863,0.5996922161784208,0.1449025169291424,2.324102636672261,5.0,4.0,6.0,5.0,3.0,3.0,3.0,4.2,53.3,MEDIUM
48,17,43.99547119782192,0.0093136700353095,86.0,135.576538260981,338.30581002126,410.2940874125859,0.8607289525004045,0.1220167343166085,3.707628285168725,1.0,1.0,3.0,6.0,2.0,1.0,5.0,2.5,25.0,LOW
31,15,31.17405319552944,0.0109578834949749,145.805712761269,56.2978291846635,560.7746780461624,455.8103612659216,0.7723601541352285,0.0441214908693428,3.692469635469815,3.0,1.0,1.0,4.0,2.0,2.0,6.0,2.0,16.7,LOW
48,2,35.05400834569576,0.0227526172305005,172.9303132715663,83.45579029022328,322.43700849771795,346.60512083860675,0.889685391261493,0.0517646964788829,3.087793799044958,3.0,2.0,2.0,4.0,3.0,2.0,5.0,2.5,25.0,LOW
72,2,21.01979928105135,0.1,197.46576247137503,116.78082411669196,979.2954395689748,600.55340156136,0.6699282420210123,0.2332949821167622,1.9512490990614908,6.0,3.0,5.0,3.0,5.0,3.0,3.0,3.8,46.7,MEDIUM
53,1,15.04784873761558,0.0919301585211456,454.9447003619307,475.0,1494.4457952787643,873.2671128413588,0.4267926825094769,0.3591674474500415,1.436834569903711,7.0,7.0,7.0,4.0,5.0,6.0,2.0,5.8,80.0,HIGH
69,23,13.420860498165498,0.0716909033810921,310.84281588568933,291.5968297467467,600.0,892.0863423152869,0.5978109739375549,0.3937226233527879,2.4591361833191634,9.0,5.0,5.0,4.0,6.0,6.0,4.0,5.5,75.0,HIGH
56,7,14.414452807098082,0.16,300.00121227839094,345.9908946985981,1026.0472650580884,786.4475190332485,0.4085368858550766,0.2980521067791895,2.202960442430992,7.0,6.0,6.0,2.0,6.0,6.0,3.0,5.5,75.0,HIGH
76,9,18.884146130286368,0.0872119606655901,256.39302426576376,131.89181562491623,566.7377845625273,692.2689696908733,0.5378391604734787,0.2606357508048622,2.638739484513412,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.2,53.3,MEDIUM
18,2,19.17185269186828,0.0322318007662835,145.2644432979589,58.73293973699256,867.2709228968783,821.3418855822669,0.438478807142668,0.0238482672757772,2.2214160399698883,3.0,4.0,4.0,6.0,3.0,2.0,6.0,3.8,46.7,MEDIUM
6,17,38.59888622023977,0.0278370022713479,290.40097861914205,337.25219151533065,994.2449644104358,767.2877432024933,0.8505530543821465,0.3776257206848325,3.326160230359481,4.0,4.0,4.0,6.0,1.0,1.0,6.0,3.2,36.7,LOW
16,23,31.03219058662805,0.0275187534027203,140.46192127040774,114.7485853969934,487.3342808542648,599.7061552859103,0.8404804089281516,0.3730313066263482,2.884624444839292,3.0,1.0,6.0,5.0,2.0,2.0,5.0,3.2,36.7,LOW
73,20,33.449412799868085,0.0315252908249709,262.1404781903842,289.99680965013005,757.2964717066167,922.8405540930834,0.8616936097008815,0.1641449650628865,2.625129317495852,7.0,4.0,3.0,5.0,4.0,4.0,6.0,4.0,50.0,MEDIUM
19,0,22.2623295598501,0.0584003025760604,115.29737305564836,60.96892464355202,353.14521723906614,309.84920057458794,0.5375598688695264,0.058763489692775,3.016501100438831,4.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,50.0,MEDIUM
8,11,22.626370682581456,0.0308250032176412,328.4577582492549,391.06764156461895,1245.4254891603189,769.9480889460681,0.5877255107239947,0.1961405822107557,2.1519833970177884,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.2,53.3,MEDIUM
61,13,16.709920875027976,0.16,291.85333405562585,421.2873318462832,726.09806487737,600.0,0.34,0.3315642935435351,1.970530806064383,7.0,6.0,7.0,4.0,6.0,6.0,3.0,5.8,80.0,HIGH
58,13,25.20762444568168,0.16,183.31766046189315,307.4618347406105,1315.4045761858397,650.7428471246858,0.5136846522707577,0.3646489935382067,1.496586012004848,7.0,6.0,5.0,4.0,6.0,7.0,2.0,5.6,76.7,HIGH
65,6,17.717508012147867,0.16,377.7347197060233,425.1275038662842,1271.4299537947766,789.7134486752839,0.4260937569870868,0.3732945040937678,2.652936413105135,7.0,5.0,7.0,3.0,6.0,6.0,1.0,5.5,75.0,HIGH
25,19,27.92946180373843,0.0535274998406729,370.3646504724395,410.8040125855084,1160.132669899582,817.0773610605278,0.5958503847607123,0.2517625698337465,2.5194389034483256,9.0,6.0,3.0,2.0,2.0,7.0,2.0,4.0,50.0,MEDIUM
31,1,44.22233548343159,0.0133090812160222,165.55932721618592,154.69606110953688,385.90186111246817,346.2443135932056,0.8836762150627412,0.1232249419015932,3.113817328835254,3.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,16.7,LOW
66,24,18.73855878295934,0.1400336564655522,535.0,410.7152831870295,1259.3273149503536,982.0,0.374574324368524,0.4104838469919597,1.4762190246760096,6.0,7.0,4.0,2.0,6.0,5.0,1.0,5.5,75.0,HIGH
75,25,40.85992459638162,0.0458495465421586,252.47800039108495,288.1575670635295,741.4947088033812,431.0536242788977,0.6787156835067494,0.1977331991519581,2.223025735494382,7.0,5.0,4.0,5.0,3.0,2.0,5.0,3.8,46.7,MEDIUM
78,3,34.027394044174045,0.1,221.47648398391863,236.5093268529965,817.4773401539157,477.6361460841193,0.4785116060307968,0.340986929239372,3.7179339225963,5.0,4.0,3.0,5.0,4.0,3.0,4.0,3.8,46.7,MEDIUM
65,3,11.164915224592196,0.16,411.9990508270976,291.53647213691846,600.0,807.6252729223115,0.472518385695608,0.4499755240026064,3.2,9.0,6.0,6.0,3.0,5.0,7.0,2.0,5.5,75.0,HIGH
37,13,31.646909679796607,0.0252910052650997,172.5724874498873,45.73600596243544,490.11818491017925,555.3835546793107,0.7916989645572406,0.0,3.25984702843346,2.0,1.0,2.0,5.0,2.0,2.0,4.0,2.4,23.3,LOW
16,19,13.31741100526736,0.0587349397590361,153.82186265322127,42.61542613072538,362.984041856788,334.48071739278714,0.5448733832200519,0.2026209996827808,2.884624444839292,9.0,2.0,2.0,7.0,4.0,4.0,3.0,3.8,46.7,MEDIUM
30,17,33.52342171160409,0.02520357651924,104.03760987834885,26.358553308286176,517.867397188859,353.1749425545429,0.6341346285181768,0.088416691401102,3.324081660204237,2.0,3.0,3.0,6.0,2.0,2.0,6.0,2.5,25.0,LOW
54,21,10.85312733861376,0.1227931995888346,259.9409698552564,106.8519690092692,1616.0,797.4088516001566,0.4313168658293401,0.4263163544463522,2.044991789408148,7.0,6.0,7.0,3.0,7.0,6.0,2.0,5.8,80.0,HIGH
65,3,19.29180755911534,0.1475562734225708,378.4849209558822,347.23508686837124,1022.3861705224404,796.2563555512401,0.34,0.318790843492489,1.7467606891404723,8.0,6.0,6.0,2.0,6.0,6.0,3.0,5.5,75.0,HIGH
78,17,25.33201568403021,0.1,102.65843564266498,261.15717798088855,975.124015068311,598.4339605168072,0.7193935057865919,0.2305531538198045,1.5881153878051928,6.0,4.0,5.0,4.0,3.0,3.0,4.0,3.8,46.7,MEDIUM
71,17,28.66045912583304,0.0413539557146718,105.27651702895427,304.210875872331,520.9605861807207,486.84889843186807,0.7133907682165133,0.1404786703774117,2.935852168143109,7.0,3.0,3.0,4.0,5.0,4.0,3.0,3.8,46.7,MEDIUM
63,3,9.47599958130637,0.1228141681585025,453.67221191029216,220.22225222634984,1275.5041968858725,855.5865833557677,0.4480977206830428,0.4183382375836462,2.667785872832047,7.0,6.0,7.0,4.0,7.0,6.0,3.0,6.0,83.3,HIGH
59,21,6.274345474441794,0.0418732694111087,352.01620423520905,331.5372000182861,1463.20860238223,640.0693736239773,0.3760945658587536,0.3943594688326189,1.5374418628476292,9.0,6.0,7.0,3.0,7.0,7.0,1.0,6.0,83.3,HIGH
48,22,55.03397689622639,0.0073933906582679,160.74415061985476,156.26462134602576,473.71204331365067,356.1423809622978,0.9316306900381336,0.192877205809667,3.407677653804793,2.0,1.0,3.0,4.0,2.0,2.0,6.0,2.4,23.3,LOW
70,19,10.494323625554191,0.072653353059816,127.9477035674702,227.47298780246743,717.5200300509695,749.9281506061008,0.6429778741227415,0.281792965289491,2.703340237095129,6.0,6.0,4.0,2.0,5.0,4.0,5.0,4.2,53.3,MEDIUM
84,5,33.49010765505151,0.0120567116310174,202.0868879284958,290.48406460430266,616.7989109969669,426.6361041541877,0.6849842128586803,0.1124469396728512,3.2648384614838366,5.0,4.0,3.0,4.0,3.0,4.0,6.0,3.6,43.3,MEDIUM
47,20,44.62390541437647,0.0133671782702176,146.81291319104517,195.35444151927493,378.36899806396514,411.6667373003386,0.8059745322583081,0.0573260839049818,4.240341453716507,3.0,2.0,2.0,6.0,3.0,2.0,7.0,2.5,25.0,LOW
85,9,26.929979955468,0.0282639389460065,193.60261756509365,257.31245590352097,823.8039726524431,880.3453921847288,0.5070932138062682,0.1822157002895386,2.322678784585136,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.2,53.3,MEDIUM
76,14,20.085288434135787,0.0364836016642976,136.5855999334891,214.04940202479648,514.4798841785355,407.63938387091343,0.4764172665191826,0.2791372235520505,3.017411449129875,2.0,3.0,3.0,3.0,5.0,4.0,6.0,3.6,43.3,MEDIUM
75,17,25.721585502167983,0.0815541107505137,230.31697080820013,141.3278194919689,1025.4055323452103,519.4707677978398,0.7960044927800943,0.2412064179531512,2.621325514603379,7.0,4.0,4.0,4.0,4.0,3.0,5.0,3.8,46.7,MEDIUM
80,21,14.36793704695524,0.0460877786901376,290.341991664114,194.80790287330035,1093.7857543816403,864.0010855190627,0.5600875245561572,0.2706472379382273,3.754052884795124,4.0,4.0,2.0,4.0,3.0,5.0,4.0,3.6,43.3,MEDIUM
8,19,23.62653417716767,0.0130640714963966,312.0841479185907,326.6437786590064,1414.9426558056598,788.0717722472122,0.7722548664573274,0.3036903967790808,2.1519833970177884,5.0,6.0,3.0,3.0,5.0,6.0,4.0,4.6,60.0,MEDIUM
86,14,26.865462059959626,0.0951304204345032,251.89635664732447,194.39087837667347,1082.6493163567077,684.8315276560213,0.8436057148883928,0.2524960332427977,2.7741910845200333,7.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,50.0,MEDIUM
38,1,44.91062410958551,0.0142385387873766,86.0,159.2181213572274,583.583597741138,466.88696025418847,0.8707625958957775,0.0912098625942381,3.4636140420834685,2.0,3.0,2.0,6.0,1.0,1.0,6.0,2.5,25.0,LOW
75,7,16.51041501803084,0.0925112644689529,262.72673285123454,146.92105942871393,574.4416658626587,684.6526081883194,0.4637063381806154,0.3875509117812845,2.6530843616583977,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.2,53.3,MEDIUM
85,14,17.15743022971656,0.0950817893375812,86.0,314.56674349802825,684.3645781956377,749.7329924469313,0.8285809077060758,0.2547681683376558,3.1527098600602987,7.0,4.0,4.0,3.0,4.0,4.0,4.0,3.8,46.7,MEDIUM
55,25,6.954567047332541,0.0770822537220779,250.792677340765,365.4654080169332,600.0,898.1279347284724,0.5648898526142031,0.4141970460653493,2.2702580175228286,7.0,5.0,6.0,2.0,6.0,6.0,2.0,5.5,75.0,HIGH
80,14,33.94768055250648,0.0291598942213619,148.1439464016311,368.5653091692323,711.6880233274687,604.7139945419314,0.6447622097942518,0.2980398173220138,3.6429692707998793,5.0,5.0,3.0,5.0,4.0,4.0,2.0,4.2,53.3,MEDIUM
19,7,27.0236034423959,0.0009803921568627,111.56328713606976,100.9670724099866,400.58975347110487,381.81805184928,0.8774233048784669,0.2953173088381131,3.016501100438831,9.0,5.0,7.0,7.0,6.0,7.0,5.0,6.4,90.0,HIGH
68,18,10.648894533630273,0.1423577444956302,447.17126414619656,235.58136068966684,1115.3998353803229,924.0880533254204,0.5128576116563095,0.3164745038561366,2.194925869767778,9.0,7.0,5.0,2.0,5.0,6.0,4.0,5.5,75.0,HIGH
78,25,26.45006772677142,0.051937242401436,216.35162471202185,269.17640617370523,439.9922848754032,519.2163214496222,0.7714685479247941,0.2591214092418805,3.8305769031351,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.4,56.7,MEDIUM
32,7,38.09140844448528,0.0126829878327094,196.84484914252988,118.78786877941413,674.5585794736738,319.9474315842608,0.7680051519625947,0.0800386117622478,2.8681125211222303,1.0,2.0,2.0,4.0,1.0,2.0,6.0,2.2,20.0,LOW
81,2,31.122198942172137,0.0304420136004853,129.16322032983155,243.10518322146487,546.3392359869406,836.9845891995408,0.6524979143181643,0.2231584996636195,3.0937672769234776,5.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,50.0,MEDIUM
18,9,17.071130386315456,0.0299771843945879,198.98936825051047,178.97153503098875,850.9502192108147,736.6133870894773,0.6028590210049285,0.107719622493256,2.2214160399698883,5.0,4.0,2.0,6.0,2.0,2.0,6.0,3.2,36.7,LOW
75,3,22.891105389547963,0.0447845516321033,225.2381057281568,153.26280666041774,829.8813818949706,413.4263791082736,0.7080093275719439,0.2225168906079855,2.8371613847192867,3.0,5.0,4.0,4.0,3.0,3.0,6.0,3.8,46.7,MEDIUM
78,24,14.788092545871333,0.0616021580663204,184.21198814252284,238.67183156580464,886.35961410418,631.3875711000735,0.8537711661188112,0.1573532020450041,2.8482412243105677,8.0,4.0,3.0,3.0,5.0,4.0,2.0,3.8,46.7,MEDIUM
57,4,15.94243466399585,0.0667333432699885,315.64602595837016,475.0,1509.1791463988932,816.8336966420048,0.4170742672037071,0.4409204265925396,2.198037488884724,7.0,5.0,6.0,2.0,6.0,5.0,3.0,5.5,75.0,HIGH
38,3,39.9332777585667,0.0257478409812338,86.0,123.9833807916151,369.87783800779965,352.5351781817676,0.7291357954761896,0.0827510624483236,3.9681988373707022,1.0,3.0,3.0,5.0,1.0,1.0,7.0,2.5,25.0,LOW
65,17,10.13891647111538,0.16,271.21766704134563,134.99384611887453,1129.248001166023,865.1159929390158,0.34,0.4254456530616172,2.598784832230952,9.0,7.0,7.0,1.0,6.0,6.0,2.0,5.5,75.0,HIGH
58,10,13.099164760353297,0.0684481819960143,358.87681900217467,372.7083016625082,1130.928397793453,636.5514407246903,0.4297746432929419,0.3706627317331469,1.2840203610064185,7.0,5.0,5.0,2.0,6.0,6.0,3.0,5.5,75.0,HIGH
46,10,40.31295518951988,0.0069716019417059,93.78539149272672,117.09924168483354,377.98962689573847,579.2728456019569,0.7236896527160162,0.1184585460627018,3.0654717768474087,4.0,1.0,2.0,5.0,1.0,2.0,4.0,2.2,20.0,LOW
